NAV,Date (DD/MM/YYYY)
10.8639,28/09/2009
10.8633,29/09/2009
10.8329,30/09/2009
10.9788,01/10/2009
10.9788,02/10/2009
10.9788,03/10/2009
10.9788,04/10/2009
11.0161,05/10/2009
11.0161,06/10/2009
10.6422,07/10/2009
10.7608,08/10/2009
10.7138,09/10/2009
10.7138,10/10/2009
10.7138,11/10/2009
10.9467,12/10/2009
10.9467,13/10/2009
10.9893,14/10/2009
11.0659,15/10/2009
11.0658,16/10/2009
11.0658,17/10/2009
11.0658,18/10/2009
11.0658,19/10/2009
11.16,20/10/2009
11.0629,21/10/2009
10.9216,22/10/2009
11.1727,23/10/2009
11.1727,24/10/2009
11.1727,25/10/2009
10.8462,26/10/2009
10.6271,27/10/2009
10.6730,28/10/2009
10.6223,29/10/2009
10.5256,30/10/2009
10.5256,31/10/2009
10.5256,01/11/2009
10.5256,02/11/2009
10.6278,03/11/2009
10.4324,04/11/2009
10.3364,05/11/2009
10.4285,06/11/2009
10.4285,07/11/2009
10.4285,08/11/2009
10.6912,09/11/2009
10.7844,10/11/2009
10.7940,11/11/2009
10.8974,12/11/2009
10.8614,13/11/2009
10.8614,14/11/2009
10.8614,15/11/2009
11.0368,16/11/2009
11.0098,17/11/2009
11.1382,18/11/2009
11.0637,19/11/2009
11.0688,20/11/2009
11.0688,21/11/2009
11.0688,22/11/2009
11.0707,23/11/2009
11.0114,24/11/2009
11.0097,25/11/2009
11.0523,26/11/2009
10.7430,27/11/2009
10.7430,28/11/2009
10.7430,29/11/2009
11.1380,30/11/2009
11.1035,01/12/2009
11.2325,02/12/2009
11.0262,03/12/2009
11.2010,04/12/2009
11.2010,05/12/2009
11.2010,06/12/2009
11.2249,07/12/2009
11.2049,08/12/2009
11.0396,09/12/2009
11.2075,10/12/2009
11.0839,11/12/2009
11.0839,12/12/2009
11.0839,13/12/2009
11.0858,14/12/2009
10.9993,15/12/2009
11.1732,16/12/2009
11.2054,17/12/2009
10.9847,18/12/2009
10.9847,19/12/2009
10.9847,20/12/2009
10.9474,21/12/2009
10.8570,22/12/2009
11.1629,23/12/2009
11.1004,24/12/2009
11.1004,25/12/2009
11.1004,26/12/2009
11.1004,27/12/2009
11.1004,28/12/2009
11.2364,29/12/2009
11.3267,30/12/2009
11.3320,31/12/2009
11.3320,01/01/2010
11.3320,02/01/2010
11.3320,03/01/2010
11.3952,04/01/2010
11.4902,05/01/2010
11.5231,06/01/2010
11.3506,07/01/2010
11.4565,08/01/2010
11.4565,09/01/2010
11.4565,10/01/2010
11.3386,11/01/2010
11.3310,12/01/2010
11.3310,13/01/2010
11.2561,14/01/2010
11.5172,15/01/2010
11.5172,16/01/2010
11.5172,17/01/2010
11.6128,18/01/2010
11.4803,19/01/2010
11.6490,20/01/2010
11.3379,21/01/2010
11.0952,22/01/2010
11.0952,23/01/2010
11.0952,24/01/2010
11.0173,25/01/2010
11.0173,26/01/2010
10.7099,27/01/2010
10.6990,28/01/2010
10.7583,29/01/2010
10.7583,30/01/2010
10.7583,31/01/2010
10.6307,01/02/2010
10.6429,02/02/2010
10.8395,03/02/2010
10.8324,04/02/2010
10.3626,05/02/2010
10.3626,06/02/2010
10.3625,07/02/2010
10.5972,08/02/2010
10.5566,09/02/2010
10.6281,10/02/2010
10.5071,11/02/2010
10.5071,12/02/2010
10.5071,13/02/2010
10.5071,14/02/2010
10.5618,15/02/2010
10.5166,16/02/2010
10.7577,17/02/2010
10.5865,18/02/2010
10.5639,19/02/2010
10.5639,20/02/2010
10.5639,21/02/2010
10.3604,22/02/2010
10.6504,23/02/2010
10.4980,24/02/2010
10.6229,25/02/2010
10.6287,26/02/2010
10.6287,27/02/2010
10.6287,28/02/2010
10.6287,01/03/2010
10.8828,02/03/2010
11.0732,03/03/2010
11.0739,04/03/2010
11.1989,05/03/2010
11.1989,06/03/2010
11.1989,07/03/2010
11.1311,08/03/2010
11.0461,09/03/2010
11.1365,10/03/2010
11.1779,11/03/2010
11.1702,12/03/2010
11.1702,13/03/2010
11.1702,14/03/2010
11.1702,15/03/2010
11.1702,16/03/2010
11.2534,17/03/2010
11.2646,18/03/2010
11.3278,19/03/2010
11.3278,20/03/2010
11.3278,21/03/2010
11.3279,22/03/2010
11.2996,23/03/2010
11.2996,24/03/2010
11.4016,25/03/2010
11.3302,26/03/2010
11.3302,27/03/2010
11.3302,28/03/2010
11.5221,29/03/2010
11.4573,30/03/2010
11.4259,31/03/2010
11.4259,01/04/2010
11.4259,02/04/2010
11.4259,03/04/2010
11.4259,04/04/2010
11.6926,05/04/2010
11.6829,06/04/2010
11.6357,07/04/2010
11.5295,08/04/2010
11.6515,09/04/2010
11.6515,10/04/2010
11.6515,11/04/2010
11.6508,12/04/2010
11.5550,13/04/2010
11.5550,14/04/2010
11.5550,15/04/2010
11.4605,16/04/2010
11.4605,17/04/2010
11.4605,18/04/2010
11.3952,19/04/2010
11.4271,20/04/2010
11.3652,21/04/2010
11.3864,22/04/2010
11.4599,23/04/2010
11.4599,24/04/2010
11.4599,25/04/2010
11.5619,26/04/2010
11.5875,27/04/2010
11.3558,28/04/2010
11.3661,29/04/2010
11.5709,30/04/2010
11.5709,01/05/2010
11.5709,02/05/2010
11.3034,03/05/2010
11.3313,04/05/2010
11.2074,05/05/2010
11.0781,06/05/2010
11.0562,07/05/2010
11.0562,08/05/2010
11.0562,09/05/2010
11.2001,10/05/2010
11.2708,11/05/2010
11.2242,12/05/2010
11.2726,13/05/2010
11.2403,14/05/2010
11.2403,15/05/2010
11.2403,16/05/2010
11.0017,17/05/2010
11.0248,18/05/2010
11.1050,19/05/2010
10.7682,20/05/2010
10.9604,21/05/2010
10.9604,22/05/2010
10.9604,23/05/2010
11.0264,24/05/2010
10.6560,25/05/2010
10.6722,26/05/2010
10.6722,27/05/2010
11.0443,28/05/2010
11.0443,29/05/2010
11.0443,30/05/2010
11.0288,31/05/2010
11.1542,01/06/2010
10.9055,02/06/2010
11.1223,03/06/2010
11.0252,04/06/2010
11.0252,05/06/2010
11.0252,06/06/2010
10.9641,07/06/2010
11.0320,08/06/2010
11.1543,09/06/2010
10.9027,10/06/2010
11.0635,11/06/2010
11.0635,12/06/2010
11.0635,13/06/2010
11.3372,14/06/2010
11.4109,15/06/2010
11.4127,16/06/2010
11.4159,17/06/2010
11.4321,18/06/2010
11.4321,19/06/2010
11.4321,20/06/2010
11.6068,21/06/2010
11.5479,22/06/2010
11.5059,23/06/2010
11.4774,24/06/2010
11.4774,25/06/2010
11.4774,26/06/2010
11.4774,27/06/2010
11.6068,28/06/2010
11.4775,29/06/2010
11.6059,30/06/2010
11.6059,01/07/2010
11.5424,02/07/2010
11.5424,03/07/2010
11.5424,04/07/2010
11.3496,05/07/2010
11.5363,06/07/2010
11.5412,07/07/2010
11.4764,08/07/2010
11.6706,09/07/2010
11.6706,10/07/2010
11.6706,11/07/2010
11.6363,12/07/2010
11.6738,13/07/2010
11.7409,14/07/2010
11.7582,15/07/2010
11.6703,16/07/2010
11.6703,17/07/2010
11.6703,18/07/2010
11.6703,19/07/2010
11.6071,20/07/2010
11.7351,21/07/2010
11.8967,22/07/2010
11.84,23/07/2010
11.84,24/07/2010
11.84,25/07/2010
11.7353,26/07/2010
11.80,27/07/2010
11.6706,28/07/2010
11.6770,29/07/2010
11.6770,30/07/2010
11.6770,31/07/2010
11.6770,01/08/2010
11.7346,02/08/2010
11.7352,03/08/2010
11.7352,04/08/2010
11.8537,05/08/2010
11.8550,06/08/2010
11.8550,07/08/2010
11.8550,08/08/2010
11.7994,09/08/2010
11.8188,10/08/2010
11.7348,11/08/2010
11.7153,12/08/2010
11.6054,13/08/2010
11.6054,14/08/2010
11.6054,15/08/2010
11.8785,16/08/2010
11.8636,17/08/2010
11.8637,18/08/2010
11.8637,19/08/2010
11.7665,20/08/2010
11.7665,21/08/2010
11.7665,22/08/2010
11.7988,23/08/2010
11.9280,24/08/2010
11.7346,25/08/2010
11.7993,26/08/2010
11.7670,27/08/2010
11.7670,28/08/2010
11.7670,29/08/2010
11.7024,30/08/2010
11.6640,31/08/2010
11.7675,01/09/2010
11.7675,02/09/2010
11.8322,03/09/2010
11.8322,04/09/2010
11.8322,05/09/2010
11.9939,06/09/2010
11.9901,07/09/2010
11.9901,08/09/2010
12.0546,09/09/2010
12.0546,10/09/2010
12.0546,11/09/2010
12.0546,12/09/2010
12.3463,13/09/2010
12.5036,14/09/2010
12.6304,15/09/2010
12.5343,16/09/2010
12.6286,17/09/2010
12.6286,18/09/2010
12.6286,19/09/2010
12.8869,20/09/2010
12.9807,21/09/2010
12.8865,22/09/2010
12.8542,23/09/2010
12.8219,24/09/2010
12.8219,25/09/2010
12.8219,26/09/2010
13.0077,27/09/2010
12.8791,28/09/2010
12.8115,29/09/2010
12.8115,30/09/2010
13.0919,01/10/2010
13.0919,02/10/2010
13.0919,03/10/2010
13.4579,04/10/2010
13.4289,05/10/2010
13.30,06/10/2010
13.1368,07/10/2010
13.0730,08/10/2010
13.0730,09/10/2010
13.0730,10/10/2010
13.3298,11/10/2010
13.0760,12/10/2010
13.3888,13/10/2010
13.3630,14/10/2010
13.1379,15/10/2010
13.1379,16/10/2010
13.1379,17/10/2010
13.0734,18/10/2010
13.1702,19/10/2010
13.1077,20/10/2010
13.0091,21/10/2010
13.2024,22/10/2010
13.2024,23/10/2010
13.2024,24/10/2010
13.2326,25/10/2010
13.0743,26/10/2010
12.9453,27/10/2010
13.1678,28/10/2010
12.8815,29/10/2010
12.8815,30/10/2010
12.8815,31/10/2010
13.1452,01/11/2010
13.1657,02/11/2010
13.2653,03/11/2010
13.4790,04/11/2010
13.4790,05/11/2010
13.4790,06/11/2010
13.4790,07/11/2010
13.5816,08/11/2010
13.5313,09/11/2010
13.5558,10/11/2010
13.4590,11/11/2010
13.4525,12/11/2010
13.4525,13/11/2010
13.4525,14/11/2010
13.5163,15/11/2010
13.4569,16/11/2010
13.4569,17/11/2010
12.9852,18/11/2010
13.0085,19/11/2010
13.0085,20/11/2010
13.0084,21/11/2010
13.2110,22/11/2010
12.7664,23/11/2010
12.8039,24/11/2010
12.8058,25/11/2010
12.7606,26/11/2010
12.7606,27/11/2010
12.7606,28/11/2010
12.6638,29/11/2010
12.7471,30/11/2010
13.0144,01/12/2010
12.9497,02/12/2010
13.0286,03/12/2010
13.0286,04/12/2010
13.0285,05/12/2010
13.0853,06/12/2010
12.9826,07/12/2010
13.0794,08/12/2010
12.7353,09/12/2010
12.6278,10/12/2010
12.6278,11/12/2010
12.6278,12/12/2010
12.6310,13/12/2010
12.8208,14/12/2010
12.8529,15/12/2010
12.7561,16/12/2010
12.7561,17/12/2010
12.7561,18/12/2010
12.7561,19/12/2010
13.1427,20/12/2010
13.0461,21/12/2010
13.2075,22/12/2010
13.0138,23/12/2010
13.0138,24/12/2010
13.0138,25/12/2010
13.0138,26/12/2010
13.1510,27/12/2010
13.2666,28/12/2010
13.2670,29/12/2010
13.3957,30/12/2010
13.5256,31/12/2010
13.5256,01/01/2011
13.5256,02/01/2011
13.5243,03/01/2011
13.4921,04/01/2011
13.4415,05/01/2011
13.2019,06/01/2011
13.0732,07/01/2011
13.0732,08/01/2011
13.0732,09/01/2011
12.8518,10/01/2011
12.6230,11/01/2011
12.8314,12/01/2011
12.9416,13/01/2011
12.5961,14/01/2011
12.5961,15/01/2011
12.5960,16/01/2011
12.4950,17/01/2011
12.4966,18/01/2011
12.4941,19/01/2011
12.5587,20/01/2011
12.5587,21/01/2011
12.5587,22/01/2011
12.5587,23/01/2011
12.6552,24/01/2011
12.5650,25/01/2011
12.5650,26/01/2011
12.6230,27/01/2011
12.3390,28/01/2011
12.3390,29/01/2011
12.3390,30/01/2011
12.1105,31/01/2011
11.9821,01/02/2011
12.1378,02/02/2011
12.1113,03/02/2011
12.0223,04/02/2011
12.0223,05/02/2011
12.0223,06/02/2011
11.9823,07/02/2011
12.1105,08/02/2011
11.7033,09/02/2011
11.8016,10/02/2011
11.6726,11/02/2011
11.6726,12/02/2011
11.6726,13/02/2011
11.93,14/02/2011
12.1224,15/02/2011
12.1224,16/02/2011
12.2036,17/02/2011
12.0337,18/02/2011
12.0337,19/02/2011
12.0337,20/02/2011
11.9931,21/02/2011
12.2502,22/02/2011
12.2847,23/02/2011
11.8608,24/02/2011
11.6894,25/02/2011
11.6894,26/02/2011
11.6894,27/02/2011
11.9944,28/02/2011
12.0763,01/03/2011
12.0763,02/03/2011
12.1214,03/03/2011
12.1350,04/03/2011
12.1350,05/03/2011
12.1350,06/03/2011
11.9273,07/03/2011
12.0945,08/03/2011
12.1221,09/03/2011
12.0575,10/03/2011
12.0252,11/03/2011
12.0252,12/03/2011
12.0252,13/03/2011
12.1503,14/03/2011
11.9939,15/03/2011
12.0894,16/03/2011
12.0573,17/03/2011
11.9525,18/03/2011
11.9525,19/03/2011
11.9525,20/03/2011
11.8640,21/03/2011
11.7725,22/03/2011
11.9920,23/03/2011
12.1202,24/03/2011
12.3120,25/03/2011
12.3120,26/03/2011
12.3120,27/03/2011
12.5042,28/03/2011
12.6332,29/03/2011
12.8134,30/03/2011
12.7839,31/03/2011
12.7839,01/04/2011
12.7839,02/04/2011
12.7839,03/04/2011
12.7839,04/04/2011
13.0198,05/04/2011
12.8920,06/04/2011
12.8952,07/04/2011
12.8283,08/04/2011
12.8283,09/04/2011
12.8283,10/04/2011
12.7638,11/04/2011
12.7638,12/04/2011
12.9563,13/04/2011
12.9563,14/04/2011
12.7675,15/04/2011
12.7675,16/04/2011
12.7674,17/04/2011
12.8719,18/04/2011
12.5726,19/04/2011
12.8287,20/04/2011
12.8926,21/04/2011
12.8926,22/04/2011
12.8926,23/04/2011
12.8926,24/04/2011
12.8926,25/04/2011
12.6175,26/04/2011
12.6352,27/04/2011
12.7062,28/04/2011
12.6679,29/04/2011
12.6679,30/04/2011
12.6679,01/05/2011
12.5076,02/05/2011
12.2177,03/05/2011
12.0962,04/05/2011
12.0580,05/05/2011
12.4186,06/05/2011
12.4186,07/05/2011
12.4186,08/05/2011
12.3446,09/05/2011
12.3177,10/05/2011
12.2538,11/05/2011
12.1244,12/05/2011
12.2254,13/05/2011
12.2254,14/05/2011
12.2254,15/05/2011
12.3149,16/05/2011
12.3149,17/05/2011
11.9309,18/05/2011
11.9645,19/05/2011
12.1881,20/05/2011
12.1881,21/05/2011
12.1881,22/05/2011
12.1251,23/05/2011
12.1251,24/05/2011
11.9964,25/05/2011
11.9640,26/05/2011
12.2801,27/05/2011
12.2801,28/05/2011
12.2801,29/05/2011
12.2801,30/05/2011
12.2062,31/05/2011
12.3177,01/06/2011
12.3197,02/06/2011
12.2888,03/06/2011
12.2888,04/06/2011
12.2888,05/06/2011
12.3850,06/06/2011
12.1910,07/06/2011
12.1916,08/06/2011
12.2563,09/06/2011
12.2556,10/06/2011
12.2556,11/06/2011
12.2556,12/06/2011
12.1275,13/06/2011
12.1275,14/06/2011
12.1275,15/06/2011
12.1242,16/06/2011
12.0366,17/06/2011
12.0366,18/06/2011
12.0366,19/06/2011
11.6772,20/06/2011
11.6772,21/06/2011
11.7159,22/06/2011
11.9356,23/06/2011
12.1255,24/06/2011
12.1255,25/06/2011
12.1255,26/06/2011
12.1930,27/06/2011
12.2353,28/06/2011
12.2936,29/06/2011
12.3851,30/06/2011
12.3851,02/07/2011
12.3851,03/07/2011
12.4498,04/07/2011
12.4498,05/07/2011
12.4498,06/07/2011
12.6344,07/07/2011
12.5182,08/07/2011
12.5182,09/07/2011
12.5182,10/07/2011
12.4503,11/07/2011
12.3218,12/07/2011
12.2571,13/07/2011
12.2571,14/07/2011
12.2571,15/07/2011
12.2571,16/07/2011
12.2571,17/07/2011
12.1924,18/07/2011
12.1924,19/07/2011
12.1456,20/07/2011
12.2620,21/07/2011
12.4820,22/07/2011
12.4820,23/07/2011
12.4820,24/07/2011
12.3851,25/07/2011
12.3207,26/07/2011
12.3855,27/07/2011
12.3208,28/07/2011
12.3208,29/07/2011
12.3208,30/07/2011
12.3208,31/07/2011
12.3208,01/08/2011
12.0635,02/08/2011
12.3853,03/08/2011
11.8743,04/08/2011
11.9611,05/08/2011
11.9611,06/08/2011
11.9611,07/08/2011
11.3285,08/08/2011
11.3543,09/08/2011
11.6133,10/08/2011
11.4338,11/08/2011
11.3551,12/08/2011
11.3551,13/08/2011
11.3551,14/08/2011
11.3551,15/08/2011
11.4486,16/08/2011
11.2596,17/08/2011
11.0338,18/08/2011
11.0338,19/08/2011
11.0338,20/08/2011
11.0338,21/08/2011
11.2356,22/08/2011
11.2138,23/08/2011
10.9810,24/08/2011
11.1006,25/08/2011
10.6828,26/08/2011
10.6828,27/08/2011
10.6828,28/08/2011
10.9183,29/08/2011
11.0361,30/08/2011
11.0361,31/08/2011
11.0361,01/09/2011
11.4223,02/09/2011
11.4223,03/09/2011
11.4223,04/09/2011
11.1650,05/09/2011
11.3574,06/09/2011
11.3638,07/09/2011
11.4214,08/09/2011
11.2945,09/09/2011
11.2945,10/09/2011
11.2945,11/09/2011
11.1004,12/09/2011
11.1004,13/09/2011
11.2933,14/09/2011
11.3575,15/09/2011
11.3896,16/09/2011
11.3896,17/09/2011
11.3895,18/09/2011
11.2295,19/09/2011
11.1040,20/09/2011
11.4358,21/09/2011
11.2657,22/09/2011
10.8624,23/09/2011
10.8624,24/09/2011
10.8624,25/09/2011
10.6367,26/09/2011
11.0361,27/09/2011
11.0361,28/09/2011
10.9720,29/09/2011
10.9240,30/09/2011
10.9240,01/10/2011
10.9240,02/10/2011
10.9078,03/10/2011
10.7789,04/10/2011
10.7789,05/10/2011
10.7789,06/10/2011
11.0391,07/10/2011
11.0391,08/10/2011
11.0391,09/10/2011
10.9428,10/10/2011
11.1037,11/10/2011
11.4092,12/10/2011
11.2646,13/10/2011
11.3704,14/10/2011
11.3704,15/10/2011
11.3704,16/10/2011
11.4258,17/10/2011
11.3259,18/10/2011
11.4141,19/10/2011
11.1710,20/10/2011
11.4278,21/10/2011
11.4278,22/10/2011
11.4278,23/10/2011
11.5515,24/10/2011
11.3639,25/10/2011
11.3639,26/10/2011
11.3639,27/10/2011
11.9970,28/10/2011
11.9970,29/10/2011
11.9970,30/10/2011
11.6837,31/10/2011
11.6254,01/11/2011
11.6202,02/11/2011
11.5563,03/11/2011
11.8093,04/11/2011
11.8093,05/11/2011
11.8093,06/11/2011
11.8093,07/11/2011
11.9330,08/11/2011
11.9394,09/11/2011
11.9394,10/11/2011
11.6250,11/11/2011
11.6250,12/11/2011
11.6250,13/11/2011
11.4984,14/11/2011
11.4343,15/11/2011
11.2403,16/11/2011
11.2403,17/11/2011
11.2630,18/11/2011
11.2630,19/11/2011
11.2630,20/11/2011
10.7428,21/11/2011
10.8712,22/11/2011
11.1114,23/11/2011
11.0033,24/11/2011
11.0390,25/11/2011
11.0390,26/11/2011
11.0390,27/11/2011
10.9833,28/11/2011
11.0283,29/11/2011
10.7432,30/11/2011
11.2301,01/12/2011
11.1982,02/12/2011
11.1982,03/12/2011
11.1982,04/12/2011
11.3123,05/12/2011
11.3123,06/12/2011
11.3188,07/12/2011
11.0529,08/12/2011
10.9225,09/12/2011
10.9225,10/12/2011
10.9225,11/12/2011
10.8055,12/12/2011
10.7124,13/12/2011
10.6839,14/12/2011
10.7168,15/12/2011
10.6132,16/12/2011
10.6132,17/12/2011
10.6132,18/12/2011
10.4447,19/12/2011
10.3420,20/12/2011
10.2459,21/12/2011
10.4419,22/12/2011
10.4977,23/12/2011
10.4977,24/12/2011
10.4977,25/12/2011
10.4503,26/12/2011
10.5363,27/12/2011
10.4976,28/12/2011
10.4179,29/12/2011
10.2903,30/12/2011
10.2903,31/12/2011
10.2903,01/01/2012
10.2407,02/01/2012
10.2681,03/01/2012
10.5469,04/01/2012
10.5120,05/01/2012
10.5124,06/01/2012
10.5124,07/01/2012
10.5124,08/01/2012
10.5278,09/01/2012
10.5030,10/01/2012
10.7339,11/01/2012
10.7572,12/01/2012
10.6928,13/01/2012
10.6928,14/01/2012
10.6928,15/01/2012
10.7686,16/01/2012
10.7871,17/01/2012
10.9909,18/01/2012
10.9644,19/01/2012
11.1016,20/01/2012
11.1016,21/01/2012
11.1016,22/01/2012
11.1673,23/01/2012
11.1625,24/01/2012
11.3421,25/01/2012
11.3421,26/01/2012
11.3992,27/01/2012
11.3992,28/01/2012
11.3991,29/01/2012
11.4989,30/01/2012
11.2464,31/01/2012
11.4841,01/02/2012
11.5651,02/02/2012
11.6479,03/02/2012
11.6479,04/02/2012
11.6479,05/02/2012
11.7722,06/02/2012
11.8508,07/02/2012
11.7954,08/02/2012
11.8688,09/02/2012
11.9665,10/02/2012
11.9665,11/02/2012
11.9665,12/02/2012
11.8985,13/02/2012
11.9196,14/02/2012
11.9797,15/02/2012
11.9797,16/02/2012
12.2165,17/02/2012
12.2165,18/02/2012
12.2165,19/02/2012
12.2165,20/02/2012
12.3104,21/02/2012
12.4048,22/02/2012
12.1870,23/02/2012
12.1383,24/02/2012
12.1383,25/02/2012
12.1383,26/02/2012
12.02,27/02/2012
11.6930,28/02/2012
11.8982,29/02/2012
11.9183,01/03/2012
11.8196,02/03/2012
11.8196,03/03/2012
11.8196,04/03/2012
11.8615,05/03/2012
11.6886,06/03/2012
11.5633,07/03/2012
11.5633,08/03/2012
11.5602,09/03/2012
11.5602,10/03/2012
11.5602,11/03/2012
11.8069,12/03/2012
11.8672,13/03/2012
12.0210,14/03/2012
12.0970,15/03/2012
11.9166,16/03/2012
11.9166,17/03/2012
11.9166,18/03/2012
11.7774,19/03/2012
11.6462,20/03/2012
11.6854,21/03/2012
11.8828,22/03/2012
11.8828,23/03/2012
11.8828,24/03/2012
11.8828,25/03/2012
11.6897,26/03/2012
11.4847,27/03/2012
11.6175,28/03/2012
11.5116,29/03/2012
11.4764,30/03/2012
11.4742,31/03/2012
11.4742,01/04/2012
11.4742,02/04/2012
11.7760,03/04/2012
11.8630,04/04/2012
11.8630,05/04/2012
11.8630,06/04/2012
11.8630,07/04/2012
11.8630,08/04/2012
11.7829,09/04/2012
11.5886,10/04/2012
11.6087,11/04/2012
11.5734,12/04/2012
11.6809,13/04/2012
11.6809,14/04/2012
11.6809,15/04/2012
11.5307,16/04/2012
11.5730,17/04/2012
11.7125,18/04/2012
11.7340,19/04/2012
11.8055,20/04/2012
11.8055,21/04/2012
11.8055,22/04/2012
11.7143,23/04/2012
11.5152,24/04/2012
11.5638,25/04/2012
11.5181,26/04/2012
11.4906,27/04/2012
11.4906,28/04/2012
11.4906,29/04/2012
11.4950,30/04/2012
11.4950,01/05/2012
11.6209,02/05/2012
11.5999,03/05/2012
11.4891,04/05/2012
11.4891,05/05/2012
11.4891,06/05/2012
11.2643,07/05/2012
11.3244,08/05/2012
11.0770,09/05/2012
11.0224,10/05/2012
11.0015,11/05/2012
11.0015,12/05/2012
11.0015,13/05/2012
10.9247,14/05/2012
10.8747,15/05/2012
10.9533,16/05/2012
10.7699,17/05/2012
10.7942,18/05/2012
10.7942,19/05/2012
10.7942,20/05/2012
10.8438,21/05/2012
10.8747,22/05/2012
10.7752,23/05/2012
10.7206,24/05/2012
10.9270,25/05/2012
10.9270,26/05/2012
10.9270,27/05/2012
10.9256,28/05/2012
11.0680,29/05/2012
11.0777,30/05/2012
10.9896,31/05/2012
10.9554,01/06/2012
10.9554,02/06/2012
10.9554,03/06/2012
10.8169,04/06/2012
10.8574,05/06/2012
10.8899,06/06/2012
11.1857,07/06/2012
11.3070,08/06/2012
11.3070,09/06/2012
11.3070,10/06/2012
11.3497,11/06/2012
11.3355,12/06/2012
11.4735,13/06/2012
11.4845,14/06/2012
11.3434,15/06/2012
11.3434,16/06/2012
11.3434,17/06/2012
11.5299,18/06/2012
11.3638,19/06/2012
11.4525,20/06/2012
11.4888,21/06/2012
11.5880,22/06/2012
11.5880,23/06/2012
11.5880,24/06/2012
11.5569,25/06/2012
11.4866,26/06/2012
11.5015,27/06/2012
11.5470,28/06/2012
11.5711,29/06/2012
11.5711,30/06/2012
11.5711,01/07/2012
11.8615,02/07/2012
11.8606,03/07/2012
11.8819,04/07/2012
11.91,05/07/2012
11.9668,06/07/2012
11.9668,07/07/2012
11.9668,08/07/2012
11.9433,09/07/2012
11.8513,10/07/2012
12.0067,11/07/2012
11.9203,12/07/2012
11.7605,13/07/2012
11.7605,14/07/2012
11.7605,15/07/2012
11.7447,16/07/2012
11.6838,17/07/2012
11.6739,18/07/2012
11.7312,19/07/2012
11.7902,20/07/2012
11.7902,21/07/2012
11.7902,22/07/2012
11.7061,23/07/2012
11.5130,24/07/2012
11.5373,25/07/2012
11.4957,26/07/2012
11.3496,27/07/2012
