Date (MM/DD/YYYY),E1,C1,G1,A1,E2,C2,G2,A2,Tax Saver Scheme
08/18/2017,10.5905,10.4756,10.5334,10.1652,10.5705,10.2986,10.2308,10,
08/16/2017,10.6145,10.6375,10.5249,10.1615,10.5891,10.4031,10.2223,10,
08/14/2017,10.4759,10.6404,10.53,10.158,10.4582,10.4116,10.2263,10,
08/11/2017,10.3527,10.4564,10.5345,10.1528,10.3148,10.288,10.23,10,
08/10/2017,10.5199,10.4322,10.5372,10.1511,10.4801,10.3007,10.2304,10,
08/09/2017,10.6187,10.4539,10.5547,10.1493,10.5867,10.3107,10.2489,10,
08/08/2017,10.6843,10.4199,10.5597,10.1473,10.6592,10.3087,10.2549,10,
08/07/2017,10.7567,10.4419,10.561,10.1454,10.7192,10.3113,10.2564,10,
08/04/2017,10.7091,10.6382,10.5789,10.1402,10.6687,10.3078,10.2756,10,
08/03/2017,10.6378,10.4099,10.5882,10.1384,10.6023,10.3185,10.2773,10,
08/02/2017,10.7068,10.4048,10.5508,10.1367,10.6707,10.2948,10.2593,10,
08/01/2017,10.7213,10.6237,10.5659,10.1346,10.686,10.2869,10.2648,10,
07/31/2017,10.6629,10.3855,10.5425,10.1328,10.6269,10.2451,10.2547,10,
07/28/2017,10.5549,10.3866,10.5498,10.1275,10.472,10.2331,10.2598,10,
07/27/2017,10.6114,10.3825,10.5691,10.1257,10.5273,10.2322,10.2855,10,
07/26/2017,10.5875,10.3178,10.5686,10.124,10.5037,10.1454,10.2841,10,
07/25/2017,10.521,10.3792,10.5762,10.1223,10.4361,10.2326,10.2885,10,
07/24/2017,10.5354,10.3762,10.599,10.1206,10.4487,10.2316,10.3103,10,
07/21/2017,10.5132,10.3575,10.5818,10.1154,10.4333,10.2236,10.2888,10,
07/20/2017,10.4849,10.5996,10.5393,10.1137,10.4162,10.2173,10.2506,10,
07/19/2017,10.4525,10.2826,10.5173,10.1101,10.381,10.2085,10.233,10,
07/18/2017,10.4525,10.2826,10.5173,10.1101,10.381,10.2085,10.233,10,
07/17/2017,10.5425,10.2974,10.5087,10.1089,10.4448,10.204,10.2277,10,
07/14/2017,10.5017,10.2897,10.4985,10.1031,10.4038,10.1956,10.2201,10,
07/13/2017,10.4798,10.284,10.5199,10.1013,10.3816,10.1934,10.2338,10,
07/12/2017,10.3854,10.2726,10.5044,10.0996,10.2973,10.1861,10.2244,10,
07/11/2017,10.337,10.2714,10.4917,10.0978,10.2501,10.1799,10.2148,10,
07/10/2017,10.3269,10.2605,10.5218,10.096,10.2335,10.1704,10.2385,10,
07/07/2017,10.2587,10.2539,10.4451,10.0904,10.1708,10.164,10.1777,10,
07/06/2017,10.2655,10.2409,10.4158,10.0886,10.1806,10.1614,10.1563,10,
07/05/2017,10.2263,10.2265,10.4005,10.0868,10.1402,10.1522,10.1412,10,
07/04/2017,10.173,10.2397,10.3997,10.0852,10.0887,10.1378,10.1424,10,
07/03/2017,,,,,,,,,
06/30/2017,10.0679,10.243,10.4565,10.0774,9.9964,10.1352,10.1976,10,
06/29/2017,10.0424,10.2272,10.4648,10.0753,9.969,10.1392,10.2114,10,
06/28/2017,10.0208,10.243,10.4623,10.0732,9.9431,10.1373,10.2079,10,
06/27/2017,10.0698,10.2489,10.5073,10.0715,9.9903,10.1458,10.2521,10,
06/25/2017,10.1857,10.1687,10.5291,10.0608,10.1144,9.9921,10.2712,10,
06/23/2017,10.1388,10.2373,10.5084,10.0642,10.052,10.1382,10.2533,10,
06/22/2017,10.1863,10.2094,10.5178,10.0625,10.0939,10.0891,10.2592,10,
06/20/2017,10.1884,10.2212,10.524,10.0591,10.1132,10.1345,10.2645,10,
06/19/2017,10.2148,10.2192,10.5104,10.0575,10.1373,10.1327,10.2472,10,
06/16/2017,10.1097,10.1579,10.48,10.0525,10.0285,10.0631,10.2219,10,
06/15/2017,10.097,10.1869,10.4797,10.0508,10.0222,10.0592,10.2254,10,
06/14/2017,10.1289,10.185,10.4848,10.0486,10.0506,10.0575,10.231,10,
06/13/2017,10.1034,10.1855,10.4673,10.0469,10.0252,10.0557,10.2159,10.0529,
06/12/2017,10.0999,10.1803,10.4539,10.0452,10.0118,10.054,10.1995,10.0248,
06/09/2017,10.1695,10.1793,10.4679,10.0399,10.0753,10.0487,10.2105,10.0216,
06/08/2017,10.129,10.168,10.4408,10.0382,10.0376,10.047,10.1851,10.0205,
06/07/2017,10.1583,10.147,10.3647,10.0364,10.073,10.0452,10.1379,10.0194,
06/06/2017,10.0831,10.1346,10.2478,10.0347,9.9994,10.0434,10.0659,10.0184,
06/05/2017,10.1365,10.1328,10.2256,10.033,10.0486,10.0417,10.0491,10.0173,
06/02/2017,10.1321,10.1281,10.214,10.0278,10.0452,10.0395,10.042,10.0136,
06/01/2017,10.1098,10.0487,10.2119,10.0269,10.0373,10.0376,10.0338,10.0124,
05/31/2017,10.0854,10.0451,10.1619,10.0253,10.0038,10.0356,10.0319,10.0111,
05/30/2017,10.065,10.0433,10.16,10.0239,9.9934,10.0337,10.0301,10.0098,
05/29/2017,10.0524,10.0416,10.1659,10.0225,9.9786,10.0319,10.0284,10.0086,
05/26/2017,10.0074,10.0363,10.1612,10.0181,9.9746,10.0266,10.0264,10.0049,
05/25/2017,9.8939,10.0346,10.1526,10.0167,9.8879,10.0248,10.0247,10.0033,
05/24/2017,9.7338,10.0329,10.1375,10.0152,9.7717,10.0231,10.023,10.0016,
05/23/2017,9.8009,10.0311,10.1366,10.0137,9.8089,10.0213,10.0212,10,
05/22/2017,9.841,10.0303,10.1347,10.0121,9.8459,10.0196,10.0195,10,
05/18/2017,9.8825,10.0227,10.0128,10.0055,9.9475,10.0127,10.0126,10,
05/17/2017,10.0243,10.0207,10.0108,10.0036,10.0591,10.0109,10.0108,10,
05/16/2017,10.0146,10.0188,10.009,10.0018,10.0257,10.009,10.009,10,
05/15/2017,9.9537,10.0167,10.0072,10,9.9805,10.0071,10.0071,10,
05/12/2017,9.9393,10.0105,10.0018,10,9.9283,10.0018,10.0018,10,
05/11/2017,9.9954,10,10,10,9.9835,10,10,10,
05/09/2017,10,10,10,10,10,10,10,10,
05/05/2017,10,10,10,10,10,10,10,10,
07/15/2016,13.21,15.21,13.65,,14.654,13.65,14.98,,
07/14/2016,15.62,14.52,14.32,,13.21,13.65,14.51,,
07/13/2016,14.34,13.25,14.33,,13.21,13.54,14.65,,
07/12/2016,15.23,14.5427,13.543,,13.22,13.54,13.47,,

