Date,SM001013,SM002013,SM003013,SM005009,SM006009,SM007009,SM008009,SM010008
02/01/2017,10.1629,10.1791,10.0346,10.1175,10.0288,10.1272,10.0999,
02/02/2017,10.1648,10.1805,10.0363,10.1194,10.0302,10.1292,10.1019,
02/03/2017,10.1666,10.1827,10.038,10.1212,10.0316,10.1309,10.1036,
02/04/2017,10.1666,10.1846,,10.1212,,,,
02/05/2017,10.1666,10.1865,,10.1212,,,,
02/06/2017,10.1722,10.1888,10.043,10.1264,10.0354,10.1364,10.1086,
02/07/2017,10.174,10.1907,10.0447,10.1282,10.0368,10.1382,10.1104,
02/08/2017,10.1758,10.1931,10.0463,10.1297,10.038,10.14,10.1121,
02/09/2017,10.1774,10.195,10.0476,10.1311,10.0394,10.1418,10.1136,
02/10/2017,10.1793,10.1969,10.0491,10.1329,10.0409,10.1435,10.1154,
02/11/2017,10.1793,10.1987,,10.1329,,,,
02/12/2017,10.1793,10.2005,,10.1329,,,,
02/13/2017,10.185,10.2024,10.0543,10.1383,10.0459,10.1489,10.1208,
02/14/2017,10.1869,10.2038,10.0561,10.1401,10.0475,10.1507,10.1226,
02/15/2017,10.1888,10.2054,10.0578,10.1419,10.0492,10.1526,10.1243,
02/16/2017,10.1907,10.2072,10.0595,10.1437,10.0509,10.1543,10.1262,
02/17/2017,10.1925,10.2096,10.0611,10.1454,10.0525,10.1562,10.1279,
02/18/2017,10.1925,10.2115,,10.1454,,,,
02/19/2017,10.1925,10.2133,,10.1454,,,,
02/20/2017,10.1983,10.2154,10.0656,10.151,10.0574,10.1618,10.1332,
02/21/2017,10.1983,10.2173,,10.151,,,,
02/22/2017,10.202,10.2186,10.0688,10.1546,10.0606,10.1657,10.1366,
02/23/2017,10.2039,10.22,10.0704,10.1564,10.0623,10.1676,10.1385,
02/24/2017,10.2039,10.222,,10.1564,,,,
02/25/2017,10.2039,10.2238,,10.1564,,,,
02/26/2017,10.2039,10.2256,,10.1564,,,,
02/27/2017,10.2114,10.2274,10.0762,10.1634,10.0685,10.1749,10.1456,
02/28/2017,10.2133,10.2296,10.0778,10.1653,10.0701,10.1768,10.1475,
03/01/2017,10.2151,10.232,10.0796,10.1671,10.0717,10.1787,10.1493,
03/02/2017,10.2169,10.2335,10.0814,10.1688,10.0732,10.1806,10.151,
03/03/2017,10.2187,10.235,10.0832,10.1705,10.0748,10.1824,10.1529,
03/04/2017,10.2187,10.2368,,10.1705,,,,
03/05/2017,10.2187,10.2386,,10.1705,,,,
03/06/2017,10.2243,10.2402,10.0878,10.1755,10.0794,10.1879,10.1582,
03/07/2017,10.226,10.2422,10.0897,10.1771,10.0807,10.1896,10.1599,
03/08/2017,10.228,10.2442,10.0916,10.1788,10.0824,10.1913,10.1617,
03/09/2017,10.2298,10.2459,10.0934,10.1804,10.084,10.1931,10.1634,
03/10/2017,10.2316,10.2475,10.0951,10.1821,10.0855,10.1949,10.1653,
03/11/2017,10.2316,10.2494,,10.1821,,,,
03/12/2017,10.2316,10.2512,,10.1821,,,,
03/13/2017,10.2316,10.253,,10.1821,,,,
03/14/2017,10.2392,10.2548,10.102,10.1888,10.0919,10.2023,10.1722,
03/15/2017,10.2411,10.2569,10.104,10.1905,10.0935,10.2041,10.174,
03/16/2017,10.243,10.2588,10.106,10.1923,10.0953,10.2059,10.176,
03/17/2017,10.245,10.2605,10.1079,10.1939,10.097,10.2078,10.1779,
03/18/2017,10.245,10.2625,,10.1939,,,,
03/19/2017,10.245,10.2645,,10.1939,,,,
03/20/2017,10.2511,10.2665,10.1126,10.2012,10.102,10.2132,10.1833,
03/21/2017,10.2531,10.2687,10.1142,10.2034,10.1036,10.215,10.1851,
03/22/2017,10.2551,10.2706,10.1157,10.2052,10.1052,10.217,10.1869,
03/23/2017,10.257,10.2726,10.1171,10.2067,10.107,10.2189,10.1889,
03/24/2017,10.2589,10.2745,10.1184,10.2081,10.1085,10.2207,10.1906,
03/25/2017,10.2589,10.2762,,10.2081,,,,
03/26/2017,10.2588,10.278,,10.2081,,,,
03/27/2017,10.2644,10.2796,10.1221,10.2124,10.1131,10.2262,10.1959,
03/28/2017,10.2644,10.2816,,10.2124,,,,
03/29/2017,10.2681,10.2832,10.1244,10.2156,10.1161,10.2299,10.1992,
03/30/2017,10.2702,10.2853,10.1256,10.2172,10.1174,10.2316,10.2008,
03/31/2017,10.2723,10.2876,10.1274,10.2188,10.119,10.2335,10.2027,
04/01/2017,10.2723,10.2903,,10.2188,,,,
04/02/2017,10.2723,10.2923,,10.2188,,,,
04/03/2017,10.2796,10.2941,10.1324,10.2247,10.1265,10.24,10.2105,
04/04/2017,10.2796,10.2961,,10.2247,,,,
04/05/2017,10.2835,10.2982,10.1354,10.2281,10.13,10.2436,10.2142,
04/06/2017,10.2854,10.3,10.1368,10.2296,10.1319,10.2454,10.216,
04/07/2017,10.2871,10.3017,10.138,10.2311,10.1335,10.2472,10.2177,
04/08/2017,10.2871,10.3035,,10.2311,,,,
04/09/2017,10.2871,10.3053,,10.2311,,,,
04/10/2017,10.2925,10.3073,10.1421,10.2357,10.1386,10.2526,10.2229,
04/11/2017,10.2944,10.3095,10.1434,10.2371,10.1404,10.2545,10.2247,
04/12/2017,10.2963,10.3112,10.1447,10.2388,10.1421,10.2564,10.2266,
04/13/2017,10.2982,10.313,10.146,10.2402,10.1439,10.2582,10.2284,
04/14/2017,10.2982,10.3147,,10.2402,,,,
04/15/2017,10.2981,10.3166,,10.2402,,,,
04/16/2017,10.2981,10.3184,,10.2402,,,,
04/17/2017,10.3055,10.3201,10.151,10.2467,10.1508,10.2656,10.2356,
04/18/2017,10.3073,10.3222,10.1522,10.2484,10.1525,10.2674,10.2374,
04/19/2017,10.3091,10.3239,10.1533,10.25,10.1541,10.2693,10.2391,
04/20/2017,10.3109,10.3259,10.1544,10.2516,10.1559,10.2711,10.2409,
04/21/2017,10.3127,10.3275,10.1555,10.2532,10.1576,10.2729,10.2427,
04/22/2017,10.3127,10.3293,,10.2531,,,,
04/23/2017,10.3127,10.3311,10.0,10.2531,,,,
04/24/2017,10.3181,10.3332,10.1587,10.2579,10.1628,10.2783,10.2481,
04/25/2017,10.32,10.335,10.1598,10.2594,10.1646,10.2801,10.2499,
04/26/2017,10.3217,10.3369,10.1609,10.261,10.1663,10.2819,10.2517,
04/27/2017,10.3234,10.3388,10.1624,10.2624,10.168,10.2837,10.2534,
04/28/2017,10.3253,10.3407,10.164,10.2641,10.1697,10.2856,10.2552,
04/29/2017,10.3253,10.3431,,10.2641,,,,
04/30/2017,10.3253,10.3452,,10.2641,,,,
05/01/2017,10.3253,10.3474,,10.2641,,,,
05/02/2017,10.3326,10.3496,10.1701,10.271,10.177,10.293,10.2628,
05/03/2017,10.3344,10.3516,10.1717,10.2727,10.1787,10.2948,10.2646,
05/04/2017,10.3363,10.3536,10.1733,10.2744,10.1804,10.2966,10.2664,
05/05/2017,10.3381,10.3554,10.1748,10.276,10.1822,10.2985,10.2682,10.0
05/06/2017,10.3381,10.3572,,10.276,,,,
05/07/2017,10.3381,10.359,,10.276,,,,
05/08/2017,10.3437,10.3606,10.1795,10.2812,10.1873,10.3038,10.2736,10.0
05/09/2017,10.3456,10.3624,10.1809,10.2829,10.1889,10.3056,10.2754,10.0
05/10/2017,10.3456,10.3643,,10.2829,,,,
05/11/2017,10.3493,10.3663,10.1838,10.2863,10.1925,10.3094,10.279,10.0
05/12/2017,10.3511,10.3682,10.1854,10.288,10.1943,10.3111,10.2808,10.0
05/13/2017,10.3511,10.37,,10.288,,,,
05/14/2017,10.3511,10.3719,,10.288,,,,
05/15/2017,10.3565,10.3737,10.1904,10.293,,10.3168,10.2862,10.0
05/16/2017,10.3585,10.3756,10.192,10.2948,10.2014,10.3187,10.2881,10.0
05/17/2017,10.3604,10.3777,10.1936,10.2966,10.2032,10.3205,10.29,10.0
05/18/2017,10.3623,10.3798,10.1952,10.2984,10.205,10.3224,10.2919,10.0
05/19/2017,10.3643,10.3817,10.1969,10.3002,10.2068,10.3243,10.2938,10.0
05/20/2017,10.3643,10.3835,,10.3002,,,,
05/21/2017,10.3643,10.3853,,10.3002,,,,
05/22/2017,10.3698,10.3872,10.2017,10.3053,10.212,10.3298,10.2992,10.0
05/23/2017,10.3717,10.3892,10.2033,10.3071,10.2137,10.3317,10.3009,10.0
05/24/2017,10.3735,10.3912,10.2049,10.3089,10.2155,10.3335,10.3028,10.0016
05/25/2017,10.3754,10.3932,10.2066,10.3106,10.2172,10.3353,10.3046,10.0033
05/26/2017,10.3772,10.3951,10.2082,10.3123,10.219,10.3371,10.3064,10.0049
05/27/2017,10.3772,10.397,,10.3123,,,,
05/28/2017,10.3772,10.3988,,10.3123,,,,
05/29/2017,10.3827,10.4006,10.2131,10.3174,10.2242,10.3425,10.3119,10.0086
05/30/2017,10.3847,10.4024,10.2147,10.3192,,10.3444,10.3137,10.0098
05/31/2017,10.3865,10.4044,10.2163,10.321,10.2278,10.3462,10.3155,10.0111
06/01/2017,10.3885,10.4065,10.2179,10.3228,10.2296,10.3481,10.3173,10.0124
06/02/2017,10.3904,10.4083,10.2195,10.3245,10.2314,10.3499,10.3191,10.0136
06/03/2017,10.3904,10.4101,,10.3245,,,,
06/04/2017,10.3904,10.4119,,10.3245,,,,
06/05/2017,10.3959,10.4137,10.2244,10.3298,10.2367,10.3553,10.3246,10.0173
06/06/2017,10.3978,10.4153,10.226,10.3315,10.2384,10.3571,10.3264,10.0184
06/07/2017,10.3996,10.4169,10.2275,10.3337,10.2402,10.3589,10.3281,10.0194
06/08/2017,10.4015,10.4189,10.2292,10.3361,10.2421,10.3607,10.33,10.0205
06/09/2017,10.4033,10.4209,10.2308,10.3378,10.2439,10.3625,10.3319,10.0216
06/10/2017,10.4033,10.4228,,10.3378,,,,
06/11/2017,10.4033,10.4246,,10.3378,,,,
06/12/2017,10.4089,10.4264,10.2357,10.3429,10.2493,10.368,10.3394,10.0248
06/13/2017,10.409,10.4456,10.2735,10.3572,10.2652,10.3758,10.6761,10.0529
06/14/2017,16.171,10.4456,,10.9756,,37.0564,10.6761,10.0
06/15/2017,16.171,10.4456,,,,50.4175,10.6761,10.0
06/16/2017,16.6667,10.4456,10.0,,,,10.6761,10.0
06/17/2017,20.0,10.4456,,,,,,
06/18/2017,10.0,10.4456,,,,,,
06/19/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/20/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/21/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/22/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/23/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/24/2017,10.0,10.0,,,,,,
06/25/2017,10.0,10.0,,,,,,10.0
06/26/2017,10.0,10.0,,,,,,
06/27/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/28/2017,10.0,10.0,10.0,,,,10.0,10.0
06/29/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
06/30/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/01/2017,10.0,10.0,,,,,,
07/02/2017,10.0,10.0,,,,,,
07/03/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/04/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/05/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/06/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/07/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/08/2017,10.0,10.0,,,,,,
07/09/2017,10.0,10.0,,,,,,
07/10/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/11/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/12/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/13/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/14/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/15/2017,10.0,10.0,,,,,,
07/16/2017,10.0,10.0,,,,,,
07/17/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/18/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/19/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/20/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/21/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/22/2017,10.0,10.0,,,,,,
07/23/2017,10.0,10.0,,,,,,
07/24/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/25/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/26/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/27/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/28/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
07/29/2017,10.0,10.0,,,,,,
07/30/2017,10.0,10.0,,,,,,
07/31/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/01/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/02/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/03/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/04/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/05/2017,10.0,10.0,,,,,,
08/06/2017,10.0,10.0,,,,,,
08/07/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/08/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/09/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/10/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/11/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/12/2017,10.0,10.0,,,,,,
08/13/2017,10.0,10.0,,,,,,
08/14/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/15/2017,10.0,10.0,,,,,,
08/16/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/17/2017,10.0,10.0,,,,,,
08/18/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/19/2017,10.0,10.0,,,,,,
08/20/2017,10.0,10.0,,,,,,
08/21/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/22/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/23/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/24/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/25/2017,10.0,10.0,,,,,,
08/26/2017,10.0,10.0,,,,,,
08/27/2017,10.0,10.0,,,,,,
08/28/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/29/2017,10.0,10.0,10.0,,,,10.0,10.0
08/30/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
08/31/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/01/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/02/2017,10.0,10.0,,,,,,
09/03/2017,10.0,10.0,,,,,,
09/04/2017,20.0,10.0,10.5374,10.0,10.0,10.0,10.0,10.0
09/05/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/06/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/07/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/08/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/09/2017,10.0,10.0,,,,,,
09/10/2017,10.0,10.0,,,,,,
09/11/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/12/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/13/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/14/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/15/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/16/2017,10.0,10.0,,,,,,
09/17/2017,10.0,10.0,,,,,,
09/18/2017,20.0,10.0,10.563,10.0,10.0,10.0,10.0,10.0
09/19/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/20/2017,20.0,10.0,10.5666,10.0,10.0,10.0,10.0,10.0
09/21/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/22/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/23/2017,10.0,10.0,,,,,,
09/24/2017,10.0,10.0,,,,,,
09/25/2017,20.0,10.0,10.5756,10.0,10.0,10.0,10.0,10.0
09/26/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/27/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/28/2017,20.0,10.0,10.5812,10.0,10.0,10.0,10.0,10.0
09/29/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
09/30/2017,10.0,10.0,,,,,,
10/01/2017,10.0,10.0,,,,,,
10/02/2017,10.0,10.0,,,,,,
10/03/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/04/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/05/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/06/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/07/2017,10.0,10.0,,,,,,
10/08/2017,10.0,10.0,,,,,,
10/09/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/10/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/11/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/12/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/13/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/14/2017,10.0,10.0,,,,,,
10/15/2017,10.0,10.0,,,,,,
10/16/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/17/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/18/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/19/2017,10.0,10.0,,,,,,
10/20/2017,10.0,10.0,,,,,,
10/21/2017,10.0,10.0,,,,,,
10/22/2017,10.0,10.0,,,,,,
10/23/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/24/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/25/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/26/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/27/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/28/2017,10.0,10.0,,,,,,
10/29/2017,10.0,10.0,,,,,,
10/30/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10/31/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/01/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/02/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/03/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/04/2017,10.0,10.0,,,,,,
11/05/2017,10.0,10.0,,,,,,
11/06/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/07/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/08/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
11/09/2017,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
