Date,SM001009,SM002009,SM003003,SM004007,SM005007,SM006007,SM007007,SM008007,SM009007
08/15/2013,12.9917,,,,11.284,,,,
08/16/2013,12.7629,12.6864,12.5696,,11.1315,,,10.0,
08/17/2013,12.7659,12.6813,,,11.134,,,,
08/18/2013,12.7688,,,,11.1364,,,,
08/19/2013,12.5407,12.4672,12.3811,,10.929,,,10.0,
08/20/2013,12.6953,12.6015,12.4957,,11.0439,,,10.0,
08/21/2013,13.0636,12.9305,12.7842,,11.3241,,,10.0,
08/22/2013,13.1449,13.0049,12.8427,,11.3778,,,10.0,
08/23/2013,13.1216,12.991,12.8396,,11.3807,,,10.0,
08/24/2013,13.1245,12.9951,,,11.3832,,,,
08/25/2013,13.1274,,,,11.3857,,,,
08/26/2013,13.1322,12.9985,12.8452,,11.3943,,,10.0,
08/27/2013,12.8909,12.7889,12.6608,,11.2143,,,10.0,
08/28/2013,12.7432,12.66,12.5512,,11.0786,,,10.0,
08/29/2013,12.8144,12.7251,12.6164,,11.1375,,,10.0,
08/30/2013,12.8572,12.7653,12.6492,,11.2082,,,10.0,
08/31/2013,12.8602,12.7701,,,11.2107,,,,
09/01/2013,12.8631,,,,11.2132,,,,
09/02/2013,12.9797,12.8832,12.7557,,11.3115,,,10.0,
09/03/2013,12.9407,12.8425,12.7121,,11.2923,,,10.0,
09/04/2013,13.0551,12.9363,12.8129,,11.3362,,,10.0,
09/05/2013,13.1197,13.001,12.8811,,11.3888,,,10.0,
09/06/2013,13.0776,12.9613,12.8473,,11.3703,,,10.0,
09/07/2013,13.0805,12.9663,,,11.3727,,,,
09/08/2013,13.0835,,,,11.3751,,,,
09/09/2013,13.0865,,,,11.3775,,,,
09/10/2013,13.1617,13.0394,12.9209,,11.4231,,,10.0,
09/11/2013,13.1751,13.0617,12.9441,,11.4719,,,10.0,
09/12/2013,13.1273,13.0214,12.8994,,11.4444,,,10.0,
09/13/2013,13.1252,13.0179,12.9052,,11.44,,,10.0,
09/14/2013,13.1282,13.0209,,,11.4424,,,,
09/15/2013,13.1311,,,,11.4449,,,,
09/16/2013,13.1609,13.0506,12.9174,,11.4716,,,10.0,
09/17/2013,13.1857,13.0724,,,11.4855,,,10.0,
09/18/2013,13.2257,13.1096,12.9827,,11.5201,,,10.0,
09/19/2013,13.4473,13.3193,13.1845,,11.6797,,,10.0,
09/20/2013,13.1984,13.1006,12.9983,,11.526,,,10.0,
09/21/2013,13.2014,13.102,,,11.5284,,,,
09/22/2013,13.2043,,,,11.5309,,,,
09/23/2013,12.9758,12.897,12.8163,,11.3623,,,10.0,
09/24/2013,12.9573,12.8777,12.7949,,11.3233,,,10.0,
09/25/2013,12.9581,12.8829,12.8052,,11.3192,,,10.0,
09/26/2013,13.0123,12.932,12.8408,,11.3648,,,10.0,
09/27/2013,13.018,12.9288,12.8356,,11.3615,,,10.0,
09/28/2013,13.021,12.9314,,,11.364,,,,
09/29/2013,13.0239,,,,11.3665,,,,
09/30/2013,13.0051,12.9249,12.8281,,11.3588,,,10.0,
10/01/2013,13.0393,12.9476,12.85,,11.3656,,,10.0,
10/02/2013,13.0423,,,,11.3681,,,,
10/03/2013,13.0997,13.0115,12.9274,,11.4247,,,10.0,
10/04/2013,13.1476,13.0586,12.9661,,11.4784,,,10.0,
10/05/2013,13.1506,13.0615,,,11.4809,,,,
10/06/2013,13.1536,,,,11.4835,,,,
10/07/2013,13.1573,13.0647,12.983,,11.4889,,,10.0,
10/08/2013,13.3214,13.2158,13.1092,,11.6094,,,10.0,
10/09/2013,13.3627,13.2516,13.1418,,11.6301,,,10.0,
10/10/2013,13.3706,13.2559,13.1578,,11.6516,,,10.0,
10/11/2013,13.3661,13.2618,13.1491,,11.6477,,,10.0,
10/12/2013,13.369,13.2652,,,11.6502,,,,
10/13/2013,13.372,,,,11.6527,,,,
10/14/2013,13.3173,13.2215,13.1147,,11.6199,,,10.0,
10/15/2013,13.2469,13.156,13.0604,,11.5711,,,10.0,
10/16/2013,13.2499,,,,11.5736,,,,
10/17/2013,13.2993,13.2,13.0999,,11.604,,,10.0,
10/18/2013,13.3569,13.2546,13.1554,,11.6388,,,10.0,
10/19/2013,13.3599,13.2584,,,11.6413,,,,
10/20/2013,13.3629,,,,11.6437,,,,
10/21/2013,13.3407,13.2502,13.1608,,11.6544,,,10.0,
10/22/2013,13.3361,13.2479,13.1683,,11.6533,,,10.0,
10/23/2013,13.3296,13.2452,13.1679,,11.6485,,,10.0,
10/24/2013,13.3388,13.2466,13.1676,,11.653,,,10.0,
10/25/2013,13.3377,13.2446,13.1669,,11.6498,,,10.0,
10/26/2013,13.3407,13.2475,,,11.6523,,,,
10/27/2013,13.3437,,,,11.6548,,,,
10/28/2013,13.3195,13.2249,13.1447,,11.6327,,,10.0,
10/29/2013,13.3769,13.2837,13.2044,,11.6762,,,10.0,
10/30/2013,13.4038,13.3039,13.2202,,11.7011,,,10.0,
10/31/2013,13.3949,13.3038,13.2263,,11.695,,,10.0,
11/01/2013,13.3777,13.2949,13.2236,,11.6855,,,10.0,
11/02/2013,13.3806,13.2978,,,11.688,,,,
11/03/2013,13.3836,,,,11.6905,,,,
11/04/2013,13.3866,,,,11.693,,,,
11/05/2013,13.363,13.2793,13.2129,,11.675,,,10.0,
11/06/2013,13.3203,13.2373,13.1764,,11.6462,,,10.0,
11/07/2013,13.2901,13.208,13.1463,,11.618,,,10.0,
11/08/2013,13.2138,13.1334,13.0842,,11.5664,,,10.0,
11/09/2013,13.2168,13.1363,,,11.569,,,,
11/10/2013,13.2198,,,,11.5716,,,,
11/11/2013,13.1931,13.1144,13.0616,,11.5627,,,10.0,
11/12/2013,13.1422,13.066,13.0115,,11.5033,,,10.0,
11/13/2013,13.2213,13.1363,13.0651,,11.5591,,,10.0,
11/14/2013,13.1951,13.1189,13.0536,,11.5454,,,10.0,
11/15/2013,13.1981,,,,11.548,,,,
11/16/2013,13.2011,13.1247,,,11.5506,,,,
11/17/2013,13.2042,,,,11.5532,,,,
11/18/2013,13.2709,13.1925,13.1313,,11.5966,,,10.0,
11/19/2013,13.3228,13.2367,13.1735,,11.6476,,,10.0,
11/20/2013,13.2976,13.2175,13.1542,,11.6311,,,10.0,
11/21/2013,13.2615,13.1762,13.1153,,11.601,,,10.0,
11/22/2013,13.2547,13.1693,13.1113,,11.5878,,,10.0,
11/23/2013,13.2576,13.1722,,,11.5904,,,,
11/24/2013,13.2606,,,,11.5931,,,,
11/25/2013,13.299,13.2144,13.1493,,11.6172,,,10.0,
11/26/2013,13.3163,13.2279,13.1638,,11.6361,,,10.0,
11/27/2013,13.3494,13.2567,13.1861,,11.6615,,,10.0,
11/28/2013,13.3654,13.2712,13.2057,,11.6743,,,10.0,
11/29/2013,13.3648,13.2763,13.2164,,11.675,,,10.0,
11/30/2013,13.3678,13.2792,,,11.6776,,,,
12/01/2013,13.3708,,,,11.6802,,,,
12/02/2013,13.3882,13.3024,13.2428,,11.6983,,,10.0,
12/03/2013,13.3781,13.292,13.2356,,11.696,,,10.0,
12/04/2013,13.3632,13.2809,13.2264,,11.6867,,,10.0,
12/05/2013,13.3557,13.2901,13.2449,,11.6789,,,10.0,
12/06/2013,13.342,13.2649,13.2242,,11.67,,,10.0,
12/07/2013,13.3451,13.2678,,,11.6726,,,,
12/08/2013,13.3481,,,,11.6753,,,,
12/09/2013,13.3206,13.2484,13.2172,,11.651,,,10.0,
12/10/2013,13.3309,13.2604,13.2189,,11.6654,,,10.0,
12/11/2013,13.3303,13.2587,13.2212,,11.6618,,,10.0,
12/12/2013,13.3179,13.2433,13.2062,,11.6561,,,10.0,
12/13/2013,13.2619,13.2007,13.1495,,11.6124,,,10.0,
12/14/2013,13.2649,13.2036,,,11.615,,,,
12/15/2013,13.2679,,,,11.6176,,,,
12/16/2013,13.2874,13.2211,13.171,,11.6307,,,10.0,
12/17/2013,13.2662,13.2026,13.1527,,11.6111,,,10.0,
12/18/2013,13.3476,13.2854,13.2394,,11.6703,,,10.0,
12/19/2013,13.3829,13.3143,13.2697,,11.7037,,,10.0,
12/20/2013,13.3897,13.3231,13.2909,,11.7032,,,10.0,
12/21/2013,13.3927,13.3261,,,11.7058,,,,
12/22/2013,13.3957,,,,11.7085,,,,
12/23/2013,13.3942,13.3273,13.3003,,11.7099,,,10.0,
12/24/2013,13.3812,13.3202,13.286,,11.6917,,,10.0,
12/25/2013,13.3843,,,,11.6944,,,,
12/26/2013,13.3795,13.3191,13.285,,11.6709,,,10.0,
12/27/2013,13.366,13.3072,13.2775,,11.6747,,,10.0,
12/28/2013,13.3691,13.3102,,,11.6774,,,,
12/29/2013,13.3721,,,,11.68,,,,
12/30/2013,13.3954,13.3376,13.3118,,11.7157,,,10.0,
12/31/2013,13.4315,13.3738,13.3386,,11.7418,,,10.0,
01/01/2014,13.4262,13.369,13.3391,,11.7376,,,10.0,
01/02/2014,13.4367,13.3621,13.3321,,11.735,,,10.0,
01/03/2014,13.4312,13.3641,13.3218,,11.7329,,,10.0,
01/04/2014,13.4343,13.367,,,11.7355,,,,
01/05/2014,13.4373,,,,11.7382,,,,
01/06/2014,13.4633,13.3939,13.3536,,11.7605,,,10.0,
01/07/2014,13.4763,13.3967,13.35,,11.7634,,,10.0,
01/08/2014,13.4664,13.3991,13.3536,,11.7648,,,10.0,
01/09/2014,13.481,13.4058,13.3629,,11.7767,,,10.0,
01/10/2014,13.5141,13.4322,13.3817,,11.7957,,,10.0,
01/11/2014,13.5172,13.4352,,,11.7983,,,,
01/12/2014,13.5203,,,,11.801,,,,
01/13/2014,13.5718,13.4948,13.4331,,11.8462,,,10.0,
01/14/2014,13.5705,,,,11.8489,,,,
01/15/2014,13.6499,13.5682,13.5041,,11.9007,,,10.0,
01/16/2014,13.678,13.5969,13.532,,11.9245,,,10.0,
01/17/2014,13.6621,13.5768,13.5106,,11.8977,,,10.0,
01/18/2014,13.6652,13.5797,,,11.9004,,,,
01/19/2014,13.6683,,,,11.903,,,,
01/20/2014,13.7282,13.6427,13.5698,,11.9697,,,10.0,
01/21/2014,13.7297,13.6476,13.5714,,11.9704,,,10.0,
01/22/2014,13.7028,13.6265,13.5542,,11.9474,,,10.0,
01/23/2014,13.6962,13.6179,13.5499,,11.9394,,,10.0,
01/24/2014,13.634,13.5621,13.4831,,11.8882,,,10.0,
01/25/2014,13.6371,13.565,,,11.8908,,,,
01/26/2014,13.6401,,,,11.8935,,,,
01/27/2014,13.5955,13.5104,13.4282,,11.8548,,,10.0,
01/28/2014,13.5679,13.4894,13.4081,,11.8363,,,10.0,
01/29/2014,13.5492,13.4702,13.3924,,11.8196,,,10.0,
01/30/2014,13.504,13.4244,13.3386,,11.7912,,,10.0,
01/31/2014,13.5046,13.4262,13.3478,,11.8007,,,10.0,
02/01/2014,13.5077,13.4291,,,11.8034,,,,
02/02/2014,13.5107,,,,11.806,,,,
02/03/2014,13.5203,13.4362,13.3547,,11.8011,,,10.0,
02/04/2014,13.5638,13.4741,13.3921,,11.8308,,,10.0,
02/05/2014,13.5718,13.482,13.4063,,11.8326,,,10.0,
02/06/2014,13.5723,13.4863,13.412,,11.8326,,,10.0,
02/07/2014,13.5722,13.4983,13.4247,,11.8376,,,10.0,
02/08/2014,13.5752,13.5013,,,11.8402,,,,
02/09/2014,13.5783,,,,11.8429,,,,
02/10/2014,13.5893,13.5148,13.4416,,11.8487,,,10.0,
02/11/2014,13.5561,13.4861,13.4139,,11.8243,,,10.0,
02/12/2014,13.5202,13.454,13.3831,,11.7963,,,10.0,
02/13/2014,13.479,13.4082,13.334,,11.7616,,,10.0,
02/14/2014,13.5027,13.4301,13.3519,,11.7839,,,10.0,
02/15/2014,13.5058,13.4331,,,11.7865,,,,
02/16/2014,13.5089,,,,11.7891,,,,
02/17/2014,13.524,13.4565,13.366,,11.7932,,,10.0,
02/18/2014,13.542,13.4719,13.3883,,11.82,,,10.0,
02/19/2014,13.5494,,,,11.8226,,,,
02/20/2014,13.5393,13.468,13.3874,,11.8086,,,10.0,
02/21/2014,13.5565,13.4884,13.4104,,11.8325,,,10.0,
02/22/2014,13.5596,13.4913,,,11.8351,,,,
02/23/2014,13.5627,,,,11.8377,,,,
02/24/2014,13.53,13.4641,13.3918,,11.8187,,,10.0,
02/25/2014,13.5276,13.4702,13.3875,,11.8131,,,10.0,
02/26/2014,13.5223,13.4642,13.3851,,11.8178,,,10.0,
02/27/2014,13.5253,,,,11.8204,,,,
02/28/2014,13.5623,13.5091,13.4298,,11.8535,,,10.0,
03/01/2014,13.5689,13.5154,,,11.8561,,,,
03/02/2014,13.5719,,,,11.8587,,,,
03/03/2014,13.5543,13.4969,13.4193,,11.8371,,,10.0,
03/04/2014,13.5817,13.5279,13.4613,,11.8666,,,10.0,
03/05/2014,13.5937,13.5428,13.4789,,11.8788,,,10.0,
03/06/2014,13.6323,13.5807,13.525,,11.9171,,,10.0,
03/07/2014,13.6514,13.606,13.5493,,11.9435,,,10.0,
03/08/2014,13.6545,13.6089,,,11.9461,,,,
03/09/2014,13.6575,,,,11.9487,,,,
03/10/2014,13.6687,13.6195,13.5646,,11.9608,,,10.0,
03/11/2014,13.7018,13.6441,13.5891,,11.9833,,,10.0,
03/12/2014,13.7121,13.6512,13.5841,,11.9885,,,10.0,
03/13/2014,13.7107,13.6523,13.5794,,11.9864,,,10.0,
03/14/2014,13.7031,13.6437,13.5712,,11.9837,,,10.0,
03/15/2014,13.7062,13.6467,,,11.9862,,,,
03/16/2014,13.7093,,,,11.9888,,,,
03/17/2014,13.7124,,,,11.9914,,,,
03/18/2014,13.7301,13.665,13.5955,,12.0017,,,10.0,
03/19/2014,13.745,13.6875,13.6156,,12.0218,,,10.0,
03/20/2014,13.7363,13.6809,13.6078,,12.0083,,,10.0,
03/21/2014,13.7649,13.7128,13.6338,,12.0313,,,10.0,
03/22/2014,13.768,13.7159,,,12.0338,,,,
03/23/2014,13.7711,,16.3908,,12.0364,,,,
03/24/2014,13.81,13.7547,13.6804,,12.0853,,,10.0,
03/25/2014,13.8129,13.7553,13.6804,,12.0837,,,10.0,
03/26/2014,13.8228,13.7614,13.6997,,12.0929,,,10.0,
03/27/2014,13.8259,13.7689,13.7083,,12.108,,,10.0,
03/28/2014,13.8443,13.7926,13.7429,,12.1276,,,10.0,
03/29/2014,13.8474,13.7959,,,12.1301,,,,
03/30/2014,13.8487,,,,12.1313,,,,
03/31/2014,13.8409,,,,12.136,,,,
04/01/2014,13.8465,,,,12.1385,,,,
04/02/2014,13.7633,13.7397,13.7025,,12.0827,,,10.0,
04/03/2014,13.7355,13.719,13.6705,,12.0665,,,10.0,
04/04/2014,13.6751,13.6603,13.6193,,12.0248,,,10.0,
04/05/2014,13.6782,13.6634,,,12.0273,,,,
04/06/2014,13.6813,,,,12.0298,,,,
04/07/2014,13.6802,13.6636,13.6259,,12.0118,,,10.0,
04/08/2014,13.6833,,,,12.0144,,,,
04/09/2014,13.7108,13.7048,13.6676,,12.0547,,,10.0,
04/10/2014,13.7152,13.7151,13.6826,,12.0651,,,10.0,
04/11/2014,13.7532,13.746,13.715,,12.0986,,,10.0,
04/12/2014,13.7563,13.749,,,12.1012,,,,
04/13/2014,13.7594,,,,12.1038,,,,
04/14/2014,13.7625,,,,12.1063,,,,
04/15/2014,13.7675,13.7513,13.7159,,12.1006,,,10.0,
04/16/2014,13.7718,13.7543,13.7144,,12.0959,,,10.0,
04/17/2014,13.847,13.828,13.7934,,12.1659,,,10.0,
04/18/2014,13.8502,,,,12.1685,,,,
04/19/2014,13.8533,13.834,,,12.1711,,,,
04/20/2014,13.8564,,,,12.1736,,,,
04/21/2014,13.9081,13.8813,13.8576,,12.2045,,,10.0,
04/22/2014,13.9344,13.9081,13.8778,,12.217,,,10.0,
04/23/2014,13.9479,13.9237,13.8948,,12.241,,,10.0,
04/24/2014,13.951,,,,12.2436,,,,
04/25/2014,13.9551,13.922,13.8889,,12.2259,,,10.0,
04/26/2014,13.9582,13.9251,,,12.2285,,,,
04/27/2014,13.9613,,,,12.2311,,,,
04/28/2014,13.9612,13.9303,13.9009,,12.241,,,10.0,
04/29/2014,13.9802,13.9339,13.915,,12.2486,10.0,10.0,10.0,10.0
04/30/2014,13.9868,13.9418,,,12.2451,,,10.0,
05/01/2014,13.99,,,,12.2476,,,,
05/02/2014,14.012,13.9479,13.9299,,12.2706,,,10.0,
05/03/2014,14.0151,13.9649,,,12.2731,,,,
05/04/2014,14.0183,,,,12.2756,,,,
05/05/2014,14.0625,14.0092,13.9806,,12.3109,,,10.0,
05/06/2014,14.0569,14.0043,13.9715,,12.2993,,,10.0,
05/07/2014,14.0396,13.9862,13.9473,,12.2767,,,10.0,
05/08/2014,14.0555,14.0041,13.9638,,12.2995,,,10.0,
05/09/2014,14.0965,14.0525,14.0176,,12.3608,,,10.0,
05/10/2014,14.0996,14.0555,,,12.3634,,,,
05/11/2014,14.1026,,,,12.366,,,,
05/12/2014,14.1614,14.0918,14.0561,,12.4062,,,10.0,
05/13/2014,14.1577,14.0926,14.0657,,12.4278,,,10.0,
05/14/2014,14.1607,,,,12.4304,,,,
05/15/2014,14.1765,14.1088,14.0853,,12.4378,,,10.0,
05/16/2014,14.1701,14.1365,14.111,,12.4657,,,10.0,
05/17/2014,14.1733,14.1395,,,12.4683,,,,
05/18/2014,14.1765,,,,12.4709,,,,
05/19/2014,14.2066,14.1454,14.1643,,12.4857,,,10.0,
05/20/2014,14.2226,14.1672,14.1885,,12.5015,,,10.0,
05/21/2014,14.2576,14.1966,14.2173,,12.5237,10.0,10.0,10.0,10.0
05/22/2014,14.2888,14.2283,14.2597,,12.5457,,,10.0,
05/23/2014,14.36,14.3082,14.3441,,12.6222,,,10.0,
05/24/2014,14.3632,14.3112,,,12.6248,,,,
05/25/2014,14.3664,,,,12.6274,,,,
05/26/2014,14.3309,14.2819,14.3137,,12.6054,,,10.0,
05/27/2014,14.3561,14.2947,14.3235,,12.611,,,10.0,
05/28/2014,14.3717,14.309,14.3308,,12.6097,10.0,10.0,10.0,10.0
05/29/2014,14.3832,14.3171,14.343,,12.616,10.0,10.0,10.0,10.0
05/30/2014,14.4287,14.3574,14.3996,,12.6427,,,10.0,
05/31/2014,14.4319,14.3604,,,12.6453,,,,
06/01/2014,14.4351,,,,12.6479,,,,
06/02/2014,14.4603,14.3998,14.4371,,12.6935,,,10.0,
06/03/2014,14.5281,14.465,14.5179,,12.7423,,,10.0,
06/04/2014,14.5629,14.4947,14.5536,,12.7761,10.0,10.0,10.0,10.0
06/05/2014,14.6362,14.5721,14.6321,,12.831,,,10.0,
06/06/2014,14.7001,14.6326,14.7059,,12.9066,,,10.0,
06/07/2014,14.7033,14.6356,,,12.9092,,,,
06/08/2014,14.7065,,,,12.9118,,,,
06/09/2014,14.7057,14.6499,14.7204,,12.9173,,,10.0,
06/10/2014,14.71,14.6471,14.7084,,12.9118,,,10.0,
06/11/2014,14.7051,14.6403,14.7003,,12.9134,,,10.0,
06/12/2014,14.7066,14.6499,14.7013,,12.9078,,,10.0,
06/13/2014,14.6716,14.6043,14.6527,,12.8781,,,10.0,
06/14/2014,14.6748,14.6073,,,12.8807,,,,
06/15/2014,14.678,,,,12.8833,,,,
06/16/2014,14.6516,14.5861,14.6357,,12.8605,,,10.0,
06/17/2014,14.6854,14.6293,14.6834,,12.8953,,,10.0,
06/18/2014,14.639,14.5848,14.6406,,12.865,,,10.0,
06/19/2014,14.626,14.5704,14.6208,,12.8454,10.0,10.0,10.0,10.0
06/20/2014,14.5909,14.5341,14.5741,,12.8223,,,10.0,
06/21/2014,14.5942,14.5372,,,12.8249,,,,
06/22/2014,14.5974,,,,12.8275,,,,
06/23/2014,14.5669,14.5192,14.563,,12.7983,,,10.0,
06/24/2014,14.6106,14.5714,14.6179,,12.8437,10.0,10.0,10.0,10.0
06/25/2014,14.6083,14.568,14.6188,,12.84,,,10.0,
06/26/2014,14.5896,14.5438,14.5912,,12.8139,,,10.0,
06/27/2014,14.583,14.5385,14.584,,12.8109,10.0,10.0,10.0,10.0
06/28/2014,14.5863,14.5416,,,12.8135,,,,
06/29/2014,14.5895,,,,12.8161,,,,
06/30/2014,14.6083,14.5785,14.6254,,12.8459,10.0,10.0,10.0,10.0
07/01/2014,14.6185,14.586,14.6361,,12.8579,10.0,10.0,10.0,10.0
07/02/2014,14.6774,14.6459,14.7021,,12.914,10.0,10.0,10.0,10.0
07/03/2014,14.6827,14.6523,14.7052,,12.9114,,,10.0,
07/04/2014,14.7066,14.6685,14.7229,,12.9314,10.0,10.0,10.0,10.0
07/05/2014,14.7098,14.6716,,,12.934,,,,
07/06/2014,14.7131,,,,12.9366,,,,
07/07/2014,14.7089,14.6819,14.7252,,12.9503,10.0,10.0,10.0,10.0
07/08/2014,14.6659,14.6286,14.6581,,12.9011,10.0,10.0,10.0,10.0
07/09/2014,14.6598,14.6162,14.6433,,12.8866,10.0,10.0,10.0,10.0
07/10/2014,14.6477,14.6084,14.6405,,12.8789,10.0,10.0,10.0,10.0
07/11/2014,14.5922,14.5355,14.5725,,12.8233,10.0,10.0,10.0,10.0
07/12/2014,14.5954,14.5386,,,12.8259,,,,
07/13/2014,14.5986,,,,12.8285,,,,
07/14/2014,14.5638,14.5178,14.5599,,12.8037,10.0,10.0,10.0,10.0
07/15/2014,14.6086,14.5736,14.6011,,12.8456,10.0,10.0,10.0,10.0
07/16/2014,14.6404,14.6099,14.6485,,12.8829,10.0,10.0,10.0,10.0
07/17/2014,14.6598,14.6316,14.6822,,12.8962,10.0,10.0,10.0,10.0
07/18/2014,14.6545,14.6275,14.671,,12.8955,10.0,10.0,10.0,10.0
07/19/2014,14.6577,14.6305,,,12.8982,,,,
07/20/2014,14.6609,,,,12.9008,,,,
07/21/2014,14.6934,14.6708,14.7064,,12.9255,10.0,10.0,10.0,10.0
07/22/2014,14.7315,14.7115,14.7455,,12.9698,10.0,10.0,10.0,10.0
07/23/2014,14.7534,14.7334,14.7601,,12.9873,10.0,10.0,10.0,10.0
07/24/2014,14.7675,14.7526,14.7798,,13.0069,10.0,10.0,10.0,10.0
07/25/2014,14.7655,14.7229,14.7496,,12.989,10.0,10.0,10.0,10.0
07/26/2014,14.7504,14.726,,,12.9916,,,,
07/27/2014,14.7537,,,,12.9942,,,,
07/28/2014,14.7305,14.701,14.7278,,12.9723,10.0,10.0,10.0,10.0
07/29/2014,14.7337,,,,12.9748,,,,
07/30/2014,14.7245,14.7035,14.7251,,12.9737,10.0,10.0,10.0,10.0
07/31/2014,14.7179,14.6964,14.7201,,12.9647,10.0,10.0,10.0,10.0
08/01/2014,14.6985,14.664,14.6814,,12.9272,10.0,10.0,10.0,
08/02/2014,14.7018,14.6671,,,12.9299,,,,
08/03/2014,14.705,,,,12.9325,,,,
08/04/2014,14.7021,14.6913,14.7077,,12.9565,10.0,10.0,10.0,
08/05/2014,14.6583,14.6409,14.6611,,12.9158,10.0,10.0,10.0,
08/06/2014,14.6212,14.5994,14.6187,,12.8834,10.0,10.0,10.0,
08/07/2014,14.6137,14.595,14.6216,,12.8791,10.0,10.0,10.0,
08/08/2014,14.6006,14.5676,14.5893,,12.8535,10.0,10.0,10.0,
08/09/2014,14.6038,14.5706,,,12.8561,,,,
08/10/2014,14.607,,,,12.8588,,,,
08/11/2014,14.629,14.6072,14.6288,,12.8903,10.0,10.0,10.0,
08/12/2014,14.652,14.629,14.6473,,12.9109,10.0,10.0,10.0,
08/13/2014,14.6849,14.6571,14.6668,,12.9372,10.0,10.0,10.0,
08/14/2014,14.7249,14.7001,14.7118,,12.9752,,,10.0,
08/15/2014,14.7281,,,,12.9778,,,,
08/16/2014,14.7314,14.7062,,,12.9805,,,,
08/17/2014,14.7346,,,,12.9831,,,,
08/18/2014,14.7526,,,,12.9858,,,,
08/19/2014,14.7667,14.7547,14.7894,,13.0155,10.0,10.0,10.0,
08/20/2014,14.8024,14.786,14.827,,13.0361,10.0,10.0,10.0,
08/21/2014,14.7992,14.7901,14.8249,,13.0421,10.0,10.0,10.0,
08/22/2014,14.8015,14.7946,14.8131,,13.0482,10.0,10.0,10.0,
08/23/2014,14.8048,14.7976,,,13.0508,,,,
08/24/2014,14.808,,,,13.0535,,,,
08/25/2014,14.7856,14.7744,14.7806,,13.0346,10.0,10.0,10.0,
08/26/2014,14.7861,14.7764,14.7842,,13.0386,10.0,10.0,10.0,
08/27/2014,14.8031,14.7919,14.7977,,13.0531,10.0,10.0,10.0,
08/28/2014,14.8134,14.7994,14.8002,,13.0625,10.0,10.0,10.0,
08/29/2014,14.8167,,,,13.0652,,,,
08/30/2014,14.818,14.8037,,,13.0662,,,,
08/31/2014,14.8212,,,,13.0689,,,,
09/01/2014,14.8412,14.8394,14.8429,,13.0971,10.0,10.0,10.0,
09/02/2014,14.8614,14.8614,14.8622,,13.1131,10.0,10.0,10.0,
09/03/2014,14.8747,14.8789,14.8805,,13.1277,10.0,10.0,10.0,
09/04/2014,14.8745,14.876,14.8757,,13.1236,10.0,10.0,10.0,
09/05/2014,14.8816,14.8848,14.8875,,13.1277,10.0,10.0,10.0,
09/06/2014,14.8848,14.8878,,,13.1304,,,,
09/07/2014,14.8879,,,,13.133,,,,
09/08/2014,14.917,14.9289,14.9247,,13.1676,10.0,10.0,10.0,
09/09/2014,14.9115,14.9215,14.9149,,13.1582,10.0,10.0,10.0,
09/10/2014,14.8913,14.9009,14.9008,,13.1377,10.0,10.0,10.0,
09/11/2014,14.9074,14.9144,14.9193,,13.1501,10.0,10.0,10.0,
09/12/2014,14.918,14.9279,14.9254,,13.1604,10.0,10.0,10.0,
09/13/2014,14.9213,14.9309,,,13.1631,,,,
09/14/2014,14.9245,,,,13.1657,,,,
09/15/2014,14.9284,14.9317,14.9245,,13.1584,10.0,10.0,10.0,
09/16/2014,14.9181,14.9089,14.9005,,13.1364,10.0,10.0,10.0,
09/17/2014,14.9364,14.9304,14.9183,,13.153,10.0,10.0,10.0,
09/18/2014,14.9953,15.0013,14.9821,,13.2187,10.0,10.0,10.0,
09/19/2014,15.0055,15.0094,14.9849,,13.2164,10.0,10.0,10.0,
09/20/2014,15.0088,15.0125,,,13.219,,,,
09/21/2014,15.012,,,,13.2217,,,,
09/22/2014,15.04,15.0406,15.0116,,13.2525,10.0,10.0,10.0,
09/23/2014,15.0128,15.0012,14.971,,13.2182,10.0,10.0,10.0,
09/24/2014,15.0034,15.003,14.9694,,13.2141,10.0,10.0,10.0,
09/25/2014,14.9951,14.974,14.9382,,13.1959,10.0,10.0,10.0,
09/26/2014,15.0464,15.0283,14.9977,,13.2385,10.0,10.0,10.0,
09/27/2014,15.0496,15.0314,,,13.2411,,,,
09/28/2014,15.0529,,,,13.2438,,,,
09/29/2014,15.0267,15.0127,14.9825,,13.216,10.0,10.0,10.0,
09/30/2014,15.0191,15.0087,14.9756,,13.2041,10.0,10.0,10.0,
10/01/2014,15.0399,15.0194,14.9936,,13.232,10.0,10.0,10.0,
10/02/2014,15.0432,,,,13.2346,,,,
10/03/2014,15.0464,,,,13.2373,,,,
10/04/2014,15.0497,15.0286,,,13.24,,,,
10/05/2014,15.053,,,,13.2426,,,,
10/06/2014,15.0563,,,,13.2453,,,,
10/07/2014,15.0657,15.0321,15.0108,,13.2301,10.0,10.0,10.0,
10/08/2014,15.0968,15.0581,15.0446,,13.2525,10.0,10.0,10.0,
10/09/2014,15.0875,15.0652,15.0401,,13.2733,10.0,10.0,10.0,
10/10/2014,15.0927,15.0564,15.0361,,13.2644,10.0,10.0,10.0,
10/11/2014,15.096,15.0595,,,13.267,,,,
10/12/2014,15.0993,,,,13.2697,,,,
10/13/2014,15.1225,15.0902,15.0694,,13.2947,10.0,10.0,10.0,
10/14/2014,15.158,15.1215,15.1037,,13.3162,10.0,10.0,10.0,
10/15/2014,15.1613,,,,13.3189,,,,
