Date,SM001018,SM002018,SM003018
02/18/2026,10.3806,10.4662,10.2327
02/20/2026,10.3476,10.4442,10.2185
02/23/2026,10.3764,10.4682,10.2358
02/24/2026,10.3751,10.4546,10.2371
02/25/2026,10.3852,10.4607,10.244
02/26/2026,10.3872,10.4675,10.2422
02/27/2026,10.3725,10.4448,10.2377
03/02/2026,10.3388,10.4247,10.2283
03/04/2026,10.2931,10.3877,10.2066
03/05/2026,10.3348,10.413,10.2254
03/06/2026,10.2991,10.3814,10.203
03/09/2026,10.2448,10.3384,10.174
03/10/2026,10.2816,10.3695,10.2104
03/11/2026,10.2475,10.331,10.1988
03/12/2026,10.2122,10.3045,10.1772
03/13/2026,10.1624,10.2597,10.1471
03/16/2026,10.1771,10.2732,10.1539
03/17/2026,10.1844,10.2853,10.1606
03/18/2026,10.2039,10.306,10.1703
03/20/2026,10.126,10.2362,10.1234
03/23/2026,10.0214,10.1619,10.0519
03/24/2026,10.0683,10.1938,10.0752
03/25/2026,10.1055,10.2335,10.0974
